person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,monthly_interest_rate,emi,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status_num,monthly_income,dti,loan_status
32,female,Bachelor,54911,9,MORTGAGE,14000,VENTURE,0.010575,469.6276292,12.69,0.25,9,704,No,0,1166.666667,0.402537968,Rejected
22,male,Associate,37155,1,OWN,5000,PERSONAL,0.009266667,163.9778699,11.12,0.13,2,537,Yes,0,416.6666667,0.393546888,Rejected
22,male,High School,15407,0,RENT,6700,MEDICAL,0.006383333,208.90435,7.66,0.43,4,521,No,1,558.3333333,0.374157045,Approved
23,female,Associate,44045,0,RENT,10000,DEBTCONSOLIDATION,0.009316667,328.2402435,11.18,0.23,4,579,Yes,0,833.3333333,0.393888292,Rejected
35,female,High School,41992,16,RENT,5000,EDUCATION,0.0136,176.5761097,16.32,0.12,6,642,No,1,416.6666667,0.423782663,Approved
24,male,Associate,24149,0,RENT,5000,DEBTCONSOLIDATION,0.009175,163.7172648,11.01,0.21,3,683,No,1,416.6666667,0.392921435,Approved
29,female,High School,86331,8,RENT,9600,EDUCATION,0.009141667,314.1553156,10.97,0.11,6,508,Yes,0,800.0,0.392694144,Rejected
25,male,Bachelor,31106,0,RENT,9000,MEDICAL,0.009575,296.7412563,11.49,0.29,2,549,No,1,750.0,0.395655008,Approved
25,male,Bachelor,65742,3,RENT,25000,HOMEIMPROVEMENT,0.014016667,889.0802197,16.82,0.38,4,672,No,1,2083.333333,0.426758505,Approved
28,male,High School,53456,1,RENT,16000,PERSONAL,0.011233333,542.8098331,13.48,0.3,5,603,No,1,1333.333333,0.407107375,Approved
35,male,Bachelor,36921,11,RENT,6475,EDUCATION,0.004516667,195.2849105,5.42,0.18,7,642,No,0,539.5833333,0.361917981,Rejected
25,female,Associate,27190,4,RENT,5087,PERSONAL,0.012,174.8515217,14.4,0.19,3,627,No,1,423.9166667,0.412466731,Approved
23,female,High School,30032,0,OWN,6000,MEDICAL,0.010558333,201.2113395,12.67,0.2,4,668,No,0,500.0,0.402422679,Rejected
29,male,Bachelor,17061,7,RENT,4475,VENTURE,0.014075,159.3010783,16.89,0.26,9,694,No,1,372.9166667,0.427176076,Approved
33,female,High School,54005,10,RENT,2725,MEDICAL,0.01015,90.74344544,12.18,0.05,6,575,No,1,227.0833333,0.399604163,Approved
28,male,Bachelor,32491,6,RENT,5000,MEDICAL,0.012358333,172.9106834,14.83,0.15,10,705,No,1,416.6666667,0.41498564,Approved
26,male,Master,245761,3,MORTGAGE,15250,MEDICAL,0.011958333,523.8049824,14.35,0.06,3,680,No,0,1270.833333,0.412174412,Rejected
24,male,Bachelor,73127,3,RENT,10000,EDUCATION,0.009175,327.4345295,11.01,0.14,2,622,No,0,833.3333333,0.392921435,Rejected
26,male,Associate,136297,3,RENT,12000,PERSONAL,0.012808333,418.1615176,15.37,0.09,5,637,No,1,1000.0,0.418161518,Approved
25,male,Bachelor,52048,1,RENT,3000,DEBTCONSOLIDATION,0.008925,97.80466382,10.71,0.06,2,712,Yes,0,250.0,0.391218655,Rejected
34,male,High School,178777,13,RENT,20000,HOMEIMPROVEMENT,0.009175,654.8690591,11.01,0.11,6,674,No,1,1666.666667,0.392921435,Approved
24,female,High School,132898,1,MORTGAGE,10000,PERSONAL,0.013016667,349.6971443,15.62,0.08,4,675,No,0,833.3333333,0.419636573,Rejected
24,female,High School,47527,5,MORTGAGE,4150,DEBTCONSOLIDATION,0.01465,149.1595161,17.58,0.09,2,563,No,1,345.8333333,0.431304625,Approved
22,male,Associate,25537,0,MORTGAGE,6000,EDUCATION,0.013325,210.9125773,15.99,0.23,4,623,No,0,500.0,0.421825155,Rejected
23,female,High School,53571,0,RENT,5000,MEDICAL,0.005391667,153.1767497,6.47,0.09,4,595,No,1,416.6666667,0.367624199,Approved
23,male,Master,37200,0,MORTGAGE,8000,VENTURE,0.004758333,242.3256902,5.71,0.22,4,718,No,0,666.6666667,0.363488535,Rejected
26,female,High School,18042,4,RENT,4000,VENTURE,0.009175,130.9738118,11.01,0.22,3,629,No,1,333.3333333,0.392921435,Approved
24,female,Bachelor,41572,1,RENT,12000,EDUCATION,0.00885,390.7086774,10.62,0.29,3,677,No,1,1000.0,0.390708677,Approved
22,female,Master,54944,0,RENT,10000,MEDICAL,0.008258333,322.2494922,9.91,0.18,2,626,Yes,0,833.3333333,0.386699391,Rejected
23,male,Associate,55215,0,OWN,6400,PERSONAL,0.009175,209.5580989,11.01,0.12,3,618,Yes,0,533.3333333,0.392921435,Rejected
25,male,Associate,46440,5,RENT,13171,EDUCATION,0.008816667,428.5866971,10.58,0.28,4,692,No,1,1097.583333,0.390482148,Approved
23,male,Master,57449,0,MORTGAGE,25000,MEDICAL,0.006241667,777.5406419,7.49,0.44,3,705,No,1,2083.333333,0.373219508,Approved
42,male,Bachelor,185816,21,OWN,20000,PERSONAL,0.009175,654.8690591,11.01,0.11,15,683,No,0,1666.666667,0.392921435,Rejected
25,male,Bachelor,36983,3,RENT,1500,EDUCATION,0.014016667,53.34481318,16.82,0.04,3,652,No,1,125.0,0.426758505,Approved
26,female,Bachelor,136194,2,MORTGAGE,9000,MEDICAL,0.010441667,301.2121501,12.53,0.07,4,657,No,1,750.0,0.4016162,Approved
24,female,Bachelor,44323,0,RENT,15450,VENTURE,0.011191667,523.7772436,13.43,0.35,2,654,No,1,1287.5,0.406817277,Approved
25,male,High School,70759,3,RENT,5990,PERSONAL,0.004875,181.8205713,5.85,0.08,5,631,No,0,499.1666667,0.364248223,Rejected
22,male,High School,30897,1,RENT,8000,EDUCATION,0.009466667,263.2757051,11.36,0.26,2,618,No,1,666.6666667,0.394913558,Approved
23,male,Bachelor,73052,0,RENT,5000,DEBTCONSOLIDATION,0.0117,170.985303,14.04,0.07,3,666,Yes,0,416.6666667,0.410364727,Rejected
31,male,High School,48897,5,OWN,4000,HOMEIMPROVEMENT,0.011958333,137.3914708,14.35,0.08,9,624,Yes,0,333.3333333,0.412174412,Rejected
31,male,Bachelor,115139,10,RENT,2500,EDUCATION,0.011433333,85.10448508,13.72,0.02,10,611,Yes,0,208.3333333,0.408501528,Rejected
33,female,Master,30040,8,RENT,1000,MEDICAL,0.012425,34.62127135,14.91,0.03,6,683,No,1,83.33333333,0.415455256,Approved
24,male,Master,41841,0,RENT,7000,DEBTCONSOLIDATION,0.010966667,236.3974874,13.16,0.17,3,708,No,1,583.3333333,0.405252836,Approved
29,female,Bachelor,53639,5,RENT,5400,PERSONAL,0.013333333,189.8479784,16.0,0.1,8,672,No,1,450.0,0.421884396,Approved
22,female,Associate,36970,0,RENT,4100,EDUCATION,0.011883333,140.6465854,14.26,0.11,3,568,Yes,0,341.6666667,0.411648543,Rejected
25,female,Bachelor,85002,5,MORTGAGE,12000,PERSONAL,0.006258333,373.3297327,7.51,0.14,4,720,Yes,0,1000.0,0.373329733,Rejected
25,male,Associate,53432,0,RENT,10000,PERSONAL,0.013041667,349.8448177,15.65,0.19,2,447,No,1,833.3333333,0.419813781,Approved
33,male,Associate,108777,11,MORTGAGE,22000,EDUCATION,0.009191667,720.5643687,11.03,0.2,5,636,Yes,0,1833.333333,0.39303511,Rejected
33,female,High School,58722,8,MORTGAGE,7333,MEDICAL,0.008891667,238.9286639,10.67,0.12,6,615,No,1,611.0833333,0.39099195,Approved
23,male,High School,172624,1,MORTGAGE,24250,DEBTCONSOLIDATION,0.012158333,835.773501,14.59,0.14,2,577,No,1,2020.833333,0.41357864,Approved
23,male,High School,25397,0,RENT,1200,EDUCATION,0.015208333,43.5335177,18.25,0.05,4,585,No,1,100.0,0.435335177,Approved
21,female,Master,29948,0,RENT,13000,VENTURE,0.013083333,455.118326,15.7,0.43,3,703,No,1,1083.333333,0.420109224,Approved
28,female,Associate,15407,2,MORTGAGE,3244,DEBTCONSOLIDATION,0.0087,105.3461718,10.44,0.21,9,627,No,1,270.3333333,0.389689908,Approved
33,male,Bachelor,144975,11,MORTGAGE,15000,PERSONAL,0.004825,454.9031548,5.79,0.1,9,681,Yes,0,1250.0,0.363922524,Rejected
29,female,Bachelor,34510,4,RENT,5000,MEDICAL,0.013391667,175.9580098,16.07,0.14,8,606,No,1,416.6666667,0.422299224,Approved
29,male,Master,77981,11,RENT,15000,DEBTCONSOLIDATION,0.012725,521.9654191,15.27,0.19,10,606,No,1,1250.0,0.417572335,Approved
30,female,Associate,123216,8,RENT,18000,MEDICAL,0.008833333,585.8931041,10.6,0.15,7,564,Yes,0,1500.0,0.390595403,Rejected
31,male,Master,41464,10,MORTGAGE,15250,HOMEIMPROVEMENT,0.010441667,510.3872544,12.53,0.37,6,675,No,0,1270.833333,0.4016162,Rejected
25,male,Bachelor,26913,0,RENT,10000,MEDICAL,0.0082,321.9212028,9.84,0.37,4,506,No,1,833.3333333,0.386305443,Approved
25,female,Associate,28339,1,RENT,3106,PERSONAL,0.0153,112.8510604,18.36,0.11,7,654,No,1,258.8333333,0.435998946,Approved
24,female,High School,83712,0,RENT,6000,DEBTCONSOLIDATION,0.013208333,210.4981356,15.85,0.07,4,544,No,1,500.0,0.420996271,Approved
22,male,Bachelor,228727,0,RENT,12600,EDUCATION,0.005766667,388.5907128,6.92,0.06,4,604,No,0,1050.0,0.370086393,Rejected
22,female,High School,76942,0,RENT,9225,EDUCATION,0.004991667,280.6005763,5.99,0.12,4,576,No,0,768.75,0.36500888,Rejected
28,female,High School,78073,6,MORTGAGE,8825,PERSONAL,0.004991667,268.4336136,5.99,0.11,5,579,Yes,0,735.4166667,0.36500888,Rejected
47,male,Associate,274296,25,MORTGAGE,25000,MEDICAL,0.0129,872.5211929,15.48,0.09,13,582,No,1,2083.333333,0.418810173,Approved
26,female,Bachelor,101870,5,RENT,15000,DEBTCONSOLIDATION,0.00845,484.9943449,10.14,0.15,4,551,Yes,0,1250.0,0.387995476,Rejected
50,male,Associate,62984,28,OWN,10875,VENTURE,0.006241667,338.2301792,7.49,0.17,14,663,Yes,0,906.25,0.373219508,Rejected
22,male,High School,43994,0,OWN,7500,EDUCATION,0.008025,240.7031503,9.63,0.17,2,499,Yes,0,625.0,0.385125041,Rejected
40,male,High School,46527,17,RENT,11000,VENTURE,0.008641667,356.8529683,10.37,0.24,11,626,Yes,0,916.6666667,0.389294147,Rejected
31,male,High School,37662,10,RENT,20200,PERSONAL,0.012283333,697.6704451,14.74,0.54,8,604,No,1,1683.333333,0.41445769,Approved
23,female,Associate,44385,4,RENT,15000,VENTURE,0.008541667,485.7703213,10.25,0.34,3,735,No,1,1250.0,0.388616257,Approved
23,male,Bachelor,84617,1,MORTGAGE,1200,DEBTCONSOLIDATION,0.005825,37.0470299,6.99,0.01,3,666,No,0,100.0,0.370470299,Rejected
22,male,Master,100640,1,MORTGAGE,5500,DEBTCONSOLIDATION,0.009991667,182.652436,11.99,0.05,4,685,No,0,458.3333333,0.398514406,Rejected
22,female,Master,37920,0,RENT,7025,EDUCATION,0.00545,215.4371682,6.54,0.19,4,673,No,1,585.4166667,0.368006551,Approved
32,female,Bachelor,90504,11,RENT,11500,VENTURE,0.005875,355.3495721,7.05,0.13,8,665,Yes,0,958.3333333,0.370799553,Rejected
26,male,High School,64536,2,RENT,12800,HOMEIMPROVEMENT,0.004516667,386.0458463,5.42,0.2,4,514,Yes,0,1066.666667,0.361917981,Rejected
22,male,Bachelor,31907,0,RENT,9000,DEBTCONSOLIDATION,0.010608333,302.0764528,12.73,0.28,4,520,No,1,750.0,0.402768604,Approved
22,male,Associate,60871,0,MORTGAGE,6250,PERSONAL,0.006566667,195.5064788,7.88,0.1,2,615,Yes,0,520.8333333,0.375372439,Rejected
24,female,Master,89747,2,MORTGAGE,3900,DEBTCONSOLIDATION,0.004991667,118.6278859,5.99,0.04,4,615,Yes,0,325.0,0.36500888,Rejected
23,male,High School,114815,3,MORTGAGE,35000,EDUCATION,0.006583333,1095.158889,7.9,0.3,2,663,No,0,2916.666667,0.375483048,Rejected
39,female,High School,130396,14,MORTGAGE,14871,HOMEIMPROVEMENT,0.010741667,500.2752153,12.89,0.11,14,698,No,1,1239.25,0.403691923,Approved
34,male,Bachelor,73054,11,MORTGAGE,1500,EDUCATION,0.005025,45.65329852,6.03,0.02,6,651,No,0,125.0,0.365226388,Rejected
27,female,Associate,87487,5,RENT,25000,DEBTCONSOLIDATION,0.013291667,878.3088229,15.95,0.29,6,637,No,1,2083.333333,0.421588235,Approved
24,male,High School,55152,1,RENT,15000,DEBTCONSOLIDATION,0.009683333,495.4966024,11.62,0.27,3,650,No,1,1250.0,0.396397282,Approved
23,male,High School,69232,0,RENT,12000,DEBTCONSOLIDATION,0.0073,380.257816,8.76,0.17,3,639,No,0,1000.0,0.380257816,Rejected
31,female,High School,88576,7,MORTGAGE,16000,DEBTCONSOLIDATION,0.016175,589.8183298,19.41,0.18,7,687,No,1,1333.333333,0.442363747,Approved
25,male,Master,38997,2,RENT,1500,EDUCATION,0.006175,46.59735085,7.41,0.04,4,684,Yes,0,125.0,0.372778807,Rejected
23,female,High School,41463,1,RENT,10750,DEBTCONSOLIDATION,0.009175,351.9921193,11.01,0.26,3,627,No,1,895.8333333,0.392921435,Approved
26,female,Bachelor,48791,3,RENT,9600,VENTURE,0.011891667,329.3655626,14.27,0.2,4,603,Yes,0,800.0,0.411706953,Rejected
40,male,High School,53704,15,RENT,6000,PERSONAL,0.009175,196.4607177,11.01,0.11,12,702,No,1,500.0,0.392921435,Approved
26,female,Associate,169050,4,RENT,6000,DEBTCONSOLIDATION,0.009466667,197.4567788,11.36,0.04,4,592,Yes,0,500.0,0.394913558,Rejected
23,female,Associate,94868,2,MORTGAGE,4200,DEBTCONSOLIDATION,0.010883333,141.6360078,13.06,0.04,3,640,No,0,350.0,0.404674308,Rejected
26,female,Bachelor,86057,5,MORTGAGE,6000,DEBTCONSOLIDATION,0.013016667,209.8182866,15.62,0.07,4,643,No,1,500.0,0.419636573,Approved
22,male,Bachelor,66070,2,MORTGAGE,3500,PERSONAL,0.005325,107.0963607,6.39,0.05,4,674,No,0,291.6666667,0.367187522,Rejected
25,female,High School,87672,2,MORTGAGE,18000,VENTURE,0.013416667,633.7156177,16.1,0.21,3,533,Yes,0,1500.0,0.422477078,Rejected
24,male,Bachelor,37030,1,RENT,4600,MEDICAL,0.009175,150.6198836,11.01,0.12,2,657,Yes,0,383.3333333,0.392921435,Rejected
28,male,Bachelor,60688,5,RENT,10800,PERSONAL,0.011241667,366.4488681,13.49,0.18,5,611,No,0,900.0,0.407165409,Rejected
27,male,Associate,120968,6,RENT,35000,DEBTCONSOLIDATION,0.013425,1232.397755,16.11,0.29,9,645,No,1,2916.666667,0.422536373,Approved
33,female,High School,80762,8,MORTGAGE,9200,PERSONAL,0.009175,301.2397672,11.01,0.11,7,593,Yes,0,766.6666667,0.392921435,Rejected
26,female,Doctorate,36934,3,RENT,6592,HOMEIMPROVEMENT,0.011008333,222.7778929,13.21,0.18,5,676,No,1,549.3333333,0.405542281,Approved
26,female,Bachelor,123934,7,MORTGAGE,25000,PERSONAL,0.009025,816.4567511,10.83,0.2,3,700,No,0,2083.333333,0.391899241,Rejected
24,female,Associate,114831,0,MORTGAGE,6468,EDUCATION,0.006916667,203.5799492,8.3,0.06,3,469,Yes,0,539.0,0.377699349,Rejected
24,female,High School,22529,2,RENT,1200,EDUCATION,0.009908333,39.79415538,11.89,0.05,4,612,Yes,0,100.0,0.397941554,Rejected
22,male,Bachelor,61070,2,MORTGAGE,10000,VENTURE,0.009191667,327.5292585,11.03,0.16,4,678,Yes,0,833.3333333,0.39303511,Rejected
30,female,Bachelor,65578,7,RENT,20000,PERSONAL,0.012858333,697.5254291,15.43,0.3,9,492,No,1,1666.666667,0.418515257,Approved
24,male,Bachelor,58335,0,MORTGAGE,12000,DEBTCONSOLIDATION,0.008075,385.4620783,9.69,0.21,3,642,Yes,0,1000.0,0.385462078,Rejected
25,female,Bachelor,22617,0,RENT,4000,DEBTCONSOLIDATION,0.009175,130.9738118,11.01,0.18,3,580,No,1,333.3333333,0.392921435,Approved
26,female,Associate,40528,1,RENT,10000,MEDICAL,0.009575,329.712507,11.49,0.25,2,555,Yes,0,833.3333333,0.395655008,Rejected
23,male,High School,28977,2,RENT,4500,MEDICAL,0.014991667,162.6632066,17.99,0.16,3,584,No,1,375.0,0.433768551,Approved
23,male,Bachelor,51847,1,RENT,6500,EDUCATION,0.007875,208.0622836,9.45,0.13,3,720,Yes,0,541.6666667,0.384114985,Rejected
24,male,Master,37889,0,MORTGAGE,8000,HOMEIMPROVEMENT,0.004516667,241.2786539,5.42,0.21,4,634,No,0,666.6666667,0.361917981,Rejected
25,male,Bachelor,58557,7,RENT,4000,VENTURE,0.006075,124.0394487,7.29,0.07,4,656,Yes,0,333.3333333,0.372118346,Rejected
27,male,Master,76698,9,RENT,7450,MEDICAL,0.013325,261.8831168,15.99,0.1,10,677,No,1,620.8333333,0.421825155,Approved
42,male,Bachelor,94649,17,MORTGAGE,8000,MEDICAL,0.008983333,261.077052,10.78,0.08,13,700,No,0,666.6666667,0.391615578,Rejected
36,male,Associate,59782,12,RENT,8000,EDUCATION,0.013,279.6789722,15.6,0.13,14,635,No,1,666.6666667,0.419518458,Approved
28,female,Bachelor,33427,6,RENT,5000,MEDICAL,0.007541667,159.115042,9.05,0.15,6,697,No,1,416.6666667,0.381876101,Approved
37,female,High School,124342,15,RENT,10000,EDUCATION,0.013016667,349.6971443,15.62,0.08,12,563,No,1,833.3333333,0.419636573,Approved
24,female,Associate,109221,3,MORTGAGE,15000,MEDICAL,0.008325,483.9373868,9.99,0.14,4,667,No,0,1250.0,0.387149909,Rejected
32,female,Associate,45745,6,RENT,9670,HOMEIMPROVEMENT,0.005075,294.5746307,6.09,0.21,9,646,No,1,805.8333333,0.365552799,Approved
29,male,Bachelor,24979,5,OWN,3000,VENTURE,0.006666667,94.00909638,8.0,0.12,5,715,No,0,250.0,0.376036386,Rejected
24,male,Bachelor,34251,0,RENT,8976,EDUCATION,0.011908333,308.0441943,14.29,0.26,4,606,No,1,748.0,0.411823789,Approved
35,male,Bachelor,90781,17,MORTGAGE,20000,PERSONAL,0.011241667,678.609015,13.49,0.22,5,655,Yes,0,1666.666667,0.407165409,Rejected
27,male,High School,109334,4,MORTGAGE,24400,MEDICAL,0.007416667,774.7783684,8.9,0.22,10,658,No,0,2033.333333,0.381038542,Rejected
25,male,Associate,44657,0,MORTGAGE,5600,VENTURE,0.007325,177.5316823,8.79,0.13,3,629,Yes,0,466.6666667,0.380425033,Rejected
28,male,Master,60799,6,RENT,25000,VENTURE,0.010175,832.8674806,12.21,0.41,7,591,No,1,2083.333333,0.399776391,Approved
33,female,Bachelor,45397,12,MORTGAGE,13000,PERSONAL,0.008633333,421.6740986,10.36,0.29,7,608,Yes,0,1083.333333,0.38923763,Rejected
24,male,High School,77458,0,MORTGAGE,7048,MEDICAL,0.005116667,214.8611839,6.14,0.09,5,598,Yes,0,587.3333333,0.365824944,Rejected
23,female,Associate,32740,2,RENT,7500,VENTURE,0.010608333,251.7303774,12.73,0.23,4,647,No,0,625.0,0.402768604,Rejected
27,male,Master,69911,3,MORTGAGE,17000,MEDICAL,0.01015,566.1058982,12.18,0.24,8,644,No,1,1416.666667,0.399604163,Approved
22,male,Associate,90970,1,MORTGAGE,5600,PERSONAL,0.006666667,175.4836466,8.0,0.06,2,631,No,0,466.6666667,0.376036386,Rejected
27,female,Associate,97895,6,RENT,30000,DEBTCONSOLIDATION,0.007033333,946.1922819,8.44,0.31,5,632,No,1,2500.0,0.378476913,Approved
29,male,Bachelor,73054,11,RENT,5000,MEDICAL,0.01185,171.422895,14.22,0.07,9,692,No,1,416.6666667,0.411414948,Approved
28,female,Master,54918,4,RENT,16000,DEBTCONSOLIDATION,0.013033333,559.6729427,15.64,0.29,7,631,No,1,1333.333333,0.419754707,Approved
24,female,Master,102664,3,RENT,7200,VENTURE,0.006275,224.0639862,7.53,0.07,4,629,Yes,0,600.0,0.373439977,Rejected
27,female,Associate,39511,4,RENT,4200,MEDICAL,0.006666667,131.6127349,8.0,0.11,10,620,Yes,0,350.0,0.376036386,Rejected
32,female,Bachelor,89806,12,MORTGAGE,15000,PERSONAL,0.009258333,491.8625051,11.11,0.17,7,678,No,0,1250.0,0.393490004,Rejected
33,male,Associate,139081,12,MORTGAGE,25000,MEDICAL,0.009883333,828.6870686,11.86,0.18,8,635,Yes,0,2083.333333,0.397769793,Rejected
60,male,Master,118615,39,RENT,15000,DEBTCONSOLIDATION,0.013575,529.5056158,16.29,0.13,25,631,No,1,1250.0,0.423604493,Approved
36,female,Bachelor,46506,11,RENT,20000,VENTURE,0.010341667,668.209482,12.41,0.43,16,669,No,1,1666.666667,0.400925689,Approved
22,female,Master,37298,0,RENT,5000,MEDICAL,0.0124,173.0329642,14.88,0.13,4,711,No,1,416.6666667,0.415279114,Approved
33,female,Associate,79018,7,RENT,20000,HOMEIMPROVEMENT,0.011225,678.4155759,13.47,0.25,11,594,No,1,1666.666667,0.407049346,Approved
23,male,Bachelor,25937,0,RENT,3000,DEBTCONSOLIDATION,0.010566667,100.6200803,12.68,0.12,2,648,Yes,0,250.0,0.402480321,Rejected
21,female,Bachelor,29507,0,RENT,6400,EDUCATION,0.009125,209.3762817,10.95,0.22,3,655,Yes,0,533.3333333,0.392580528,Rejected
22,male,High School,35960,0,RENT,3000,DEBTCONSOLIDATION,0.011083333,101.5158967,13.3,0.08,2,637,No,1,250.0,0.406063587,Approved
21,female,Master,28428,1,RENT,6000,EDUCATION,0.009125,196.2902641,10.95,0.21,2,625,Yes,0,500.0,0.392580528,Rejected
28,male,Bachelor,32677,4,RENT,5000,PERSONAL,0.010925,168.7347964,13.11,0.15,6,634,No,1,416.6666667,0.404963511,Approved
24,female,Master,23545,0,OWN,3500,MEDICAL,0.011508333,119.2989739,13.81,0.15,4,583,No,1,291.6666667,0.409025053,Approved
28,female,Master,23841,5,RENT,4800,VENTURE,0.009175,157.1685742,11.01,0.2,6,577,No,1,400.0,0.392921435,Approved
25,male,Bachelor,48330,3,RENT,6000,VENTURE,0.012758333,208.9039753,15.31,0.12,3,651,No,1,500.0,0.417807951,Approved
21,female,Bachelor,15383,0,OWN,3000,EDUCATION,0.007275,95.02266068,8.73,0.2,4,567,No,1,250.0,0.380090643,Approved
23,female,High School,44245,1,RENT,3000,PERSONAL,0.009175,98.23035886,11.01,0.07,4,585,No,1,250.0,0.392921435,Approved
24,female,Bachelor,72943,3,RENT,10000,EDUCATION,0.009175,327.4345295,11.01,0.14,2,596,Yes,0,833.3333333,0.392921435,Rejected
22,female,Master,70536,0,MORTGAGE,4000,VENTURE,0.006075,124.0394487,7.29,0.06,3,581,Yes,0,333.3333333,0.372118346,Rejected
33,female,Bachelor,74646,6,RENT,6000,EDUCATION,0.004825,181.9612619,5.79,0.08,10,654,No,0,500.0,0.363922524,Rejected
27,male,Master,228789,5,RENT,22000,VENTURE,0.005758333,678.3912101,6.91,0.1,10,702,Yes,0,1833.333333,0.370031569,Rejected
30,male,High School,145080,8,MORTGAGE,18400,DEBTCONSOLIDATION,0.008025,590.5250622,9.63,0.13,9,659,No,0,1533.333333,0.385125041,Rejected
31,female,Bachelor,55297,8,MORTGAGE,12250,DEBTCONSOLIDATION,0.011891667,420.2841815,14.27,0.22,10,672,Yes,0,1020.833333,0.411706953,Rejected
23,female,High School,34931,2,RENT,1000,HOMEIMPROVEMENT,0.008816667,32.54017896,10.58,0.03,3,669,No,1,83.33333333,0.390482148,Approved
24,female,Bachelor,58809,3,RENT,6000,EDUCATION,0.009175,196.4607177,11.01,0.1,3,717,No,0,500.0,0.392921435,Rejected
30,male,Bachelor,48899,9,RENT,13243,PERSONAL,0.01095,447.1025417,13.14,0.27,6,668,No,1,1103.583333,0.405137091,Approved
29,male,Bachelor,51197,8,RENT,15000,VENTURE,0.0094,493.0721115,11.28,0.29,9,661,No,1,1250.0,0.394457689,Approved
22,male,High School,81858,0,MORTGAGE,5500,EDUCATION,0.008541667,178.1157845,10.25,0.07,4,570,No,0,458.3333333,0.388616257,Rejected
24,male,Bachelor,19967,2,RENT,2600,HOMEIMPROVEMENT,0.009175,85.13297768,11.01,0.13,2,645,No,1,216.6666667,0.392921435,Approved
24,male,Master,94441,1,MORTGAGE,9800,HOMEIMPROVEMENT,0.009158333,320.7930205,10.99,0.1,3,600,Yes,0,816.6666667,0.39280778,Rejected
27,female,Associate,76515,7,MORTGAGE,18000,PERSONAL,0.006241667,559.8292622,7.49,0.24,9,659,Yes,0,1500.0,0.373219508,Rejected
24,female,Associate,96570,5,RENT,16000,HOMEIMPROVEMENT,0.011875,548.786849,14.25,0.17,4,522,Yes,0,1333.333333,0.411590137,Rejected
26,male,Associate,54004,1,RENT,10000,PERSONAL,0.012883333,348.9101601,15.46,0.19,3,664,No,1,833.3333333,0.418692192,Approved
22,female,Bachelor,36956,4,RENT,7000,EDUCATION,0.008016667,224.6235161,9.62,0.19,4,624,No,1,583.3333333,0.385068885,Approved
21,male,Bachelor,24791,0,RENT,9234,MEDICAL,0.0068,290.0420552,8.16,0.37,4,541,No,1,769.5,0.376922749,Approved
29,male,Associate,406668,5,RENT,24000,HOMEIMPROVEMENT,0.014833333,865.2514767,17.8,0.06,8,656,No,1,2000.0,0.432625738,Approved
26,male,High School,54828,3,MORTGAGE,1500,DEBTCONSOLIDATION,0.005875,46.34994418,7.05,0.03,2,688,Yes,0,125.0,0.370799553,Rejected
24,male,High School,78933,5,MORTGAGE,6246,PERSONAL,0.005791667,192.7155906,6.95,0.08,2,628,Yes,0,520.5,0.370250895,Rejected
36,male,Associate,83810,15,RENT,15600,MEDICAL,0.009158333,510.6501143,10.99,0.19,16,620,No,0,1300.0,0.39280778,Rejected
29,male,Doctorate,111389,5,MORTGAGE,12000,HOMEIMPROVEMENT,0.005516667,368.4438201,6.62,0.11,6,582,Yes,0,1000.0,0.36844382,Rejected
